38100,4536.47
38200,4838.49
38300,4874
38400,4916.22
38500,4645.8
38600,4647.66
38700,6602.79
38800,4955.99
38900,5047.58
39000,4764.73
39100,4805.77
39200,5827.9
39300,5075
39400,5137.15
39500,4886.46
39600,4916.98
39700,7581.3
39800,5294.01
39900,5266.31
40000,5024.11
40100,5049.14
40200,6441.47
40300,5374.41
40400,5421.42
40500,5139.74
40600,5251.63
40700,6685.62
40800,5567
40900,5473.76
41000,5265.03
41100,5313.3
41200,5509.72
41300,5706.91
41400,5691.05
41500,5430.12
41600,5502.93
41700,6104.35
41800,5810.74
41900,5755.06
42000,5562.81
42100,5617.47
42200,6352.93
42300,5929.74
42400,5976.81
42500,5713.53
42600,5729.28
42700,7169.13
42800,6067.9
42900,6100.88
43000,5845.6
43100,5844.17
43200,8380.78
43300,6244.44
43400,6343.03
43500,5992.84
43600,5969.7
43700,7361.11
43800,6339.06
43900,6413.04
44000,6115.32
44100,6126.81
44200,7641.66
44300,6544.04
44400,6509.07
44500,6255.45
44600,6336.31
44700,7692.29
44800,6675.07
44900,6689.72
45000,6418.71
45100,6416.26
45200,7594.22
45300,6913.91
45400,6903.91
45500,6530.85
45600,6597.82
45700,8496.77
45800,7015.97
45900,7033.09
46000,6676.1
46100,6717.55
46200,7711.21
46300,7081.32
46400,7188.18
46500,6936.68
46600,6876.15
46700,8557.82
46800,7316.52
46900,7355.21
47000,7020.5
47100,7249.93
47200,9651.28
47300,7526.63
47400,7538.62
47500,7161.7
47600,7168.52
47700,9654.59
47800,7625.95
47900,7649.83
48000,7279.72
48100,7412.65
48200,9805.08
48300,7826.55
48400,7813.82
48500,7452.71
48600,7550.35
48700,9287.82
48800,7960.69
48900,7961.32
49000,7623.61
49100,7735.22
49200,10025.2
49300,8121.26
49400,8190.66
49500,7784.76
49600,7903
49700,10769.4
49800,8304.86
49900,8402.7
50000,7935.19
50100,8047.83
50200,11258
50300,8474.28
50400,8466.09
50500,8114.58
50600,8233.99
50700,10626.8
50800,8666.29
50900,8598.67
51000,8286.36
51100,8403.03
51200,11672.1
51300,8811.49
51400,8865.57
51500,8456.05
51600,8557.04
51700,9339.14
51800,9020.46
51900,9016.77
52000,8629.43
52100,8750.98
52200,9256.68
52300,9086.41
52400,9116.8
52500,8765.61
52600,8888.44
52700,9804.27
52800,9305.27
52900,9436.48
53000,8948.25
53100,9055.94
53200,9523.74
53300,9532.52
53400,9603.58
53500,9097.52
53600,9199.03
53700,10026.4
53800,9718.96
53900,9815.22
54000,9296.87
54100,9354.43
54200,9935.07
54300,9914.31
54400,9980.89
54500,9457.45
54600,9548.43
54700,10132.3
54800,10143.6
54900,10044.3
55000,10617
55100,9745.6
55200,10773.4
55300,10295.2
55400,10221.7
55500,10626.5
55600,10035.1
55700,11104.3
55800,10465.9
55900,10630.8
56000,10831.6
56100,10079.5
56200,12866
56300,10625.9
56400,10643.6
56500,11051.3
56600,10304.5
56700,10752.1
56800,10733.9
56900,10722.9
57000,11192.4
57100,10565.9
57200,11596
57300,11120.3
57400,10920.5
57500,11513.3
57600,10738.9
57700,11532.7
57800,11100.7
57900,11189.4
58000,11430.4
58100,10891.9
58200,12022.8
58300,11313.7
58400,11435.7
58500,11198.2
58600,11011.1
58700,12292.4
58800,11591.3
58900,11703.8
59000,11444.8
59100,11231.4
59200,13334.6
59300,11727.9
59400,11848.7
59500,11791.8
59600,11406.1
59700,15273.4
59800,12051.3
59900,12045.1
60000,11895
60100,11605.6
60200,16840.8
60300,12269.5
60400,12282.5
60500,12317.8
60600,11782.1
60700,18603.5
60800,12414.4
60900,12575.9
61000,12338.8
61100,12018.9
61200,17414.2
61300,12679.5
61400,12728.1
61500,12484.8
61600,12195.4
61700,16188.3
61800,12957
61900,12905.7
62000,12961.2
62100,12410.5
62200,14661.4
62300,13144.9
62400,13154.1
62500,13045.6
62600,12564.2
62700,14767.4
62800,13297.1
62900,13242.5
63000,13215.8
63100,12805.9
63200,14949.9
63300,13592.6
63400,13417.4
63500,13619.9
63600,13071
63700,14407.6
63800,13680
63900,13818.7
64000,13636
64100,13197.4
64200,16092.8
64300,13815.1
64400,13987.8
64500,13764.5
64600,13429.9
64700,16798.2
64800,14206.7
64900,14183.5
65000,14079.6
65100,13632.3
65200,15974.1
65300,14334.2
65400,14345.7
65500,14182.9
65600,13978.4
65700,16215
65800,14501.2
65900,14628.5
66000,14575
66100,14099.8
66200,17206.9
66300,14811.4
66400,14817.7
66500,14743.9
66600,14265.4
66700,16938.7
66800,15055.9
66900,15096.3
67000,15036.2
67100,14517.2
67200,16028.4
67300,15237.8
67400,15351.5
67500,14722.2
67600,14762.6
67700,17884
67800,15390.8
67900,15602.3
68000,14890.3
68100,14910.1
68200,24084
68300,15794.7
68400,15826.8
68500,15044.2
68600,15170
68700,22379.4
68800,16051.9
68900,15979.5
69000,15288
69100,15425
69200,22181.6
69300,16283.2
69400,16182.4
69500,15478.8
69600,15664.6
69700,24071.5
69800,16440.5
69900,16456.5
70000,15762.4
70100,15854.6
70200,22353.5
70300,16660.7
70400,16667.3
70500,15961.4
70600,16000
70700,20131.6
70800,16854.2
70900,17024.6
71000,16147
71100,16290.2
71200,20661
71300,17258
71400,17236.5
71500,16400.2
71600,16560.2
71700,19868.9
71800,17424.2
71900,17616
72000,16647.1
72100,16755.3
72200,19850.9
72300,17753.6
72400,17623.7
72500,16902.2
72600,16959.2
72700,21331.9
72800,17996.5
72900,17962.2
73000,17093.5
73100,17186.4
73200,22193.8
73300,18135
73400,18265
73500,17367.1
73600,17474.3
73700,22030.9
73800,18493.5
73900,18430.5
74000,17524.2
74100,17727
74200,27631.8
74300,18627.8
74400,18755.6
74500,17871.1
74600,18137.9
74700,27528.8
74800,18881.2
74900,18912.3
75000,18042.4
75100,18294.5
75200,27014.7
75300,19087.8
75400,19334.6
75500,18366.1
75600,18745.5
75700,28978.4
75800,19464.2
75900,19612.2
76000,18567.9
76100,19439.4
76200,25685.5
76300,19730.4
76400,19691.2
76500,18778.3
76600,19185.9
76700,23123
76800,19941.9
76900,19889.3
77000,19054.7
77100,19156.9
77200,23253.1
77300,20223.5
77400,20294.8
77500,19327.9
77600,19362
77700,24374.8
77800,20469.8
77900,20520.2
78000,19616.3
78100,19743.2
78200,20962
78300,20789.7
78400,20872.8
78500,20522.8
78600,19871
78700,21119.4
78800,21000.3
78900,21180.2
79000,20781.8
79100,20264
79200,21527.3
79300,21483.5
79400,21283.6
79500,21772.8
79600,20534.5
79700,21770.5
79800,21537.3
79900,21699.8
80000,20886.7
80100,20792.7
80200,22205.8
80300,21840.1
80400,22006
80500,21519.2
80600,20985.6
80700,26094.4
80800,22221.9
80900,22287.9
81000,21962.9
81100,21233.4
81200,26186.5
81300,22525.1
81400,22458.2
81500,24315.2
81600,21450.2
81700,25508.9
81800,22772.4
81900,22711.7
82000,22387.2
82100,21790.7
82200,25519.7
82300,22923.1
82400,22959.4
82500,23341.7
82600,22069.6
82700,26767.1
82800,23187.1
82900,23330.9
83000,23246.8
83100,22362.9
83200,27016.7
83300,23503.9
83400,23521.1
83500,23277.5
83600,22716.7
83700,26032.1
83800,23871.2
83900,23897.3
84000,24202.6
84100,22959.3
84200,27464.8
84300,24102.8
84400,24266
84500,24620.5
84600,23175
84700,27027.7
84800,24569.5
84900,24448.5
85000,24808.2
85100,23487.5
85200,27758.8
85300,24599.2
85400,24709.6
85500,25043.3
85600,23680.6
85700,27932.8
85800,24998.7
85900,25155.6
86000,24104
86100,24164.7
86200,27460.2
86300,25347.9
86400,25379.7
86500,24488.7
86600,24306.8
86700,52493.8
86800,25668.1
86900,25540.8
87000,25208.3
87100,24760.6
87200,48595.6
87300,25867.9
87400,25907.6
87500,25190.4
87600,24846.4
87700,47662.3
87800,26287.5
87900,26275.4
88000,25503.7
88100,25188.6
88200,47059.2
88300,26445.6
88400,26456.7
88500,25521.1
88600,25529.8
88700,48362.6
88800,26785.3
88900,26734.6
89000,25684
89100,25765.1
89200,40010.4
89300,26990.2
89400,27049
89500,25991.8
89600,25982.4
89700,51626.5
89800,27337.3
89900,27233
90000,26319.6
90100,26357.2
90200,46563.6
90300,27589.7
90400,27713.4
90500,26612.2
90600,26645.2
90700,42159.2
90800,27967.1
90900,28199.3
91000,26865.7
91100,26961.9
91200,36879
91300,28428.8
91400,28439.3
91500,27180.6
91600,27287
91700,37628.7
91800,28556.5
91900,28613.3
92000,27492
92100,28043.7
92200,54569.9
92300,28874.5
92400,28991.3
92500,27779.5
92600,28125.4
92700,51761.8
92800,29105.4
92900,29228.4
93000,28031.1
93100,28557.4
93200,54617.7
93300,29603.5
93400,29583
93500,28397.5
93600,28753.3
93700,34938.9
93800,29831.3
93900,29863.6
94000,28710.7
94100,28690.8
94200,31888
94300,30049.6
94400,30228.2
94500,28953.2
94600,29078.6
94700,33289.2
94800,30411.9
94900,30376.5
95000,29487.2
95100,29373.1
95200,33501.6
95300,30694.2
95400,30715.6
95500,29640.1
95600,29737.7
95700,34532.3
95800,31075.3
95900,31082.1
96000,29915
96100,29998.6
96200,38323.6
96300,31451.9
96400,31511.1
96500,30284.1
96600,30552.5
96700,46266.7
96800,31804.7
96900,31778.1
97000,30564.4
97100,30675.8
97200,51078.7
97300,32043.3
97400,32184.6
97500,30915.6
97600,31036.7
97700,49257.3
97800,32426.3
97900,32363.9
98000,31198
98100,31257.3
98200,47471.5
98300,32514.1
98400,32853.3
98500,31558.6
98600,31627
98700,49584.5
98800,33162.8
98900,33268.6
99000,31956.3
99100,31913.6
99200,36846.5
99300,33502.5
99400,33588.4
99500,32055.3
99600,32242.9
99700,37567.7
99800,33744.3
99900,32725.9
100000,32539.3
